"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","previous"
"3697",31,"services","single","secondary","no",31,"yes","yes","unknown",26,"may",501,2,0
"3698",57,"admin.","divorced","primary","no",179,"yes","no","cellular",15,"may",67,1,2
"3699",37,"blue-collar","married","primary","no",543,"yes","no","unknown",21,"may",281,1,0
"3700",50,"blue-collar","married","secondary","no",253,"yes","yes","cellular",5,"may",475,2,0
"3701",60,"retired","married","primary","no",71188,"no","no","cellular",6,"oct",205,1,0
"3702",51,"management","married","tertiary","no",5108,"yes","no","cellular",8,"oct",272,1,8
"3703",48,"blue-collar","married","secondary","no",1738,"yes","no","cellular",15,"apr",349,1,0
"3704",42,"blue-collar","married","primary","no",-97,"yes","no","cellular",3,"feb",216,4,5
"3705",36,"blue-collar","married","secondary","no",199,"yes","no","cellular",9,"jul",183,1,0
"3706",43,"management","married","tertiary","no",489,"yes","no","cellular",8,"may",130,1,2
"3707",31,"admin.","married","primary","no",355,"yes","yes","unknown",4,"jun",61,6,0
"3708",49,"technician","single","secondary","no",-97,"yes","no","unknown",6,"jun",92,2,0
"3709",35,"management","divorced","tertiary","no",473,"no","yes","cellular",5,"aug",37,2,0
"3710",44,"entrepreneur","married","secondary","no",6649,"yes","no","cellular",19,"nov",354,2,0
"3711",34,"self-employed","married","tertiary","no",263,"no","no","cellular",4,"may",203,1,8
"3712",46,"blue-collar","married","secondary","no",781,"no","no","unknown",13,"may",152,1,0
"3713",49,"blue-collar","married","primary","no",1032,"yes","no","unknown",2,"jun",41,5,0
"3714",32,"blue-collar","married","secondary","no",119,"no","no","cellular",4,"may",20,5,0
"3715",35,"management","divorced","tertiary","no",434,"yes","no","cellular",11,"may",277,1,2
"3716",51,"admin.","married","secondary","no",2967,"no","no","unknown",17,"jun",83,2,0
"3717",57,"retired","divorced","secondary","no",-331,"yes","no","unknown",6,"may",531,1,0
"3718",59,"management","married","tertiary","no",1585,"no","no","telephone",28,"aug",91,5,0
"3719",40,"services","divorced","unknown","no",4384,"yes","no","unknown",5,"may",315,1,0
"3720",49,"management","single","tertiary","no",588,"no","no","cellular",28,"aug",70,9,0
"3721",51,"management","married","secondary","no",3180,"yes","no","cellular",9,"jul",384,1,0
"3722",35,"admin.","married","secondary","no",0,"no","yes","unknown",4,"jul",105,3,0
"3723",29,"self-employed","married","secondary","no",-76,"yes","no","unknown",27,"may",305,2,0
"3724",32,"services","single","secondary","yes",152,"yes","no","cellular",25,"may",158,2,0
"3725",37,"housemaid","divorced","secondary","no",1040,"yes","no","cellular",13,"may",199,1,2
"3726",49,"unemployed","married","primary","no",-384,"yes","no","unknown",27,"may",25,1,0
"3727",45,"technician","married","unknown","no",473,"yes","no","unknown",27,"may",147,1,0
"3728",34,"technician","single","secondary","no",475,"yes","no","cellular",29,"jul",538,8,0
"3729",53,"technician","married","secondary","no",0,"no","no","cellular",22,"aug",77,9,0
"3730",42,"entrepreneur","married","primary","no",149,"no","no","cellular",20,"aug",94,2,0
"3731",43,"technician","married","secondary","yes",3285,"yes","no","unknown",13,"may",1721,2,0
"3732",52,"retired","married","secondary","no",424,"no","no","cellular",19,"nov",143,1,3
"3733",34,"blue-collar","single","secondary","no",79,"no","yes","cellular",20,"nov",104,1,0
"3734",34,"technician","divorced","tertiary","yes",674,"yes","no","cellular",7,"aug",587,2,0
"3735",27,"services","married","secondary","yes",0,"yes","no","cellular",22,"jul",1608,13,0
"3736",43,"unemployed","married","tertiary","no",58,"yes","no","cellular",9,"feb",48,4,0
"3737",41,"technician","married","tertiary","no",532,"yes","no","cellular",9,"jul",74,1,0
"3738",72,"retired","married","secondary","no",4130,"no","no","cellular",12,"nov",427,1,0
"3739",35,"blue-collar","married","primary","no",422,"yes","no","cellular",14,"may",73,1,0
"3740",41,"management","married","tertiary","no",437,"yes","no","unknown",3,"jun",14,21,0
"3741",36,"blue-collar","divorced","primary","yes",-308,"yes","no","cellular",12,"may",725,1,0
"3742",51,"housemaid","married","primary","no",30,"yes","no","cellular",14,"jul",333,2,0
"3743",37,"self-employed","married","tertiary","no",137,"no","no","cellular",13,"aug",244,6,0
"3744",42,"admin.","single","secondary","yes",-247,"yes","yes","telephone",21,"oct",519,1,1
"3745",26,"admin.","single","secondary","no",321,"yes","no","cellular",22,"jul",242,7,0
"3746",23,"services","single","secondary","no",250,"yes","no","cellular",18,"may",222,1,0
"3747",50,"management","married","tertiary","no",-470,"yes","no","cellular",19,"nov",130,2,1
"3748",37,"blue-collar","married","secondary","no",140,"yes","yes","cellular",7,"may",490,1,0
"3749",35,"management","married","tertiary","no",2793,"no","no","cellular",20,"nov",258,2,0
"3750",37,"management","married","tertiary","no",410,"no","no","cellular",29,"jan",337,2,0
"3751",79,"retired","divorced","unknown","no",2628,"no","no","telephone",8,"jul",220,7,2
"3752",39,"technician","married","secondary","no",116,"no","no","cellular",24,"aug",79,2,2
"3753",47,"services","married","secondary","no",0,"yes","no","telephone",9,"jul",250,1,0
"3754",44,"blue-collar","married","secondary","no",878,"yes","no","cellular",2,"jun",130,1,0
"3755",36,"management","single","tertiary","yes",2944,"no","no","cellular",18,"aug",882,8,0
"3756",33,"blue-collar","single","secondary","no",3975,"yes","yes","cellular",17,"apr",515,1,1
"3757",42,"services","married","secondary","no",96,"yes","no","cellular",5,"may",238,3,2
"3758",35,"technician","single","tertiary","no",2288,"no","no","telephone",28,"may",32,2,0
"3759",31,"blue-collar","married","secondary","no",472,"yes","no","unknown",13,"may",907,2,0
"3760",58,"services","married","primary","no",65,"no","no","unknown",27,"jun",162,1,0
"3761",46,"management","married","tertiary","no",0,"no","no","unknown",7,"may",70,2,0
"3762",41,"admin.","single","secondary","no",400,"yes","no","unknown",4,"jun",99,6,0
"3763",58,"technician","married","secondary","no",7495,"yes","no","unknown",13,"may",325,1,0
"3764",33,"blue-collar","married","secondary","no",137,"no","yes","cellular",18,"jul",305,12,0
"3765",31,"unemployed","married","secondary","no",24,"yes","no","cellular",19,"nov",631,1,0
"3766",55,"technician","divorced","secondary","yes",3450,"no","no","cellular",10,"feb",169,1,1
"3767",38,"technician","single","secondary","no",311,"yes","no","cellular",28,"may",61,2,0
"3768",55,"housemaid","married","secondary","no",139,"no","no","cellular",22,"aug",256,2,0
"3769",47,"management","single","tertiary","no",0,"no","no","unknown",11,"jun",58,3,0
"3770",51,"housemaid","married","primary","no",492,"yes","no","unknown",20,"may",142,3,0
"3771",46,"management","single","tertiary","no",334,"yes","no","telephone",4,"may",36,6,2
"3772",61,"management","married","tertiary","yes",997,"no","no","cellular",10,"mar",106,1,0
"3773",47,"management","single","tertiary","no",440,"no","no","cellular",21,"aug",71,4,0
"3774",34,"technician","married","secondary","no",47,"no","no","cellular",25,"aug",132,6,0
"3775",34,"blue-collar","married","secondary","no",1298,"yes","no","unknown",20,"may",120,1,0
"3776",41,"management","divorced","tertiary","no",3355,"no","no","cellular",14,"oct",181,2,1
"3777",36,"blue-collar","divorced","secondary","no",-11,"no","no","unknown",5,"jun",152,2,0
"3778",26,"blue-collar","single","secondary","no",396,"yes","no","unknown",28,"may",302,1,0
"3779",35,"management","married","tertiary","yes",8,"no","no","cellular",23,"apr",93,3,0
"3780",36,"blue-collar","married","secondary","no",1409,"no","no","unknown",17,"jun",235,2,0
"3781",26,"management","single","tertiary","yes",170,"no","no","cellular",15,"jun",129,1,0
"3782",58,"management","married","primary","no",2769,"yes","no","cellular",11,"jul",94,2,0
"3783",50,"blue-collar","married","secondary","no",2320,"yes","no","cellular",7,"apr",310,1,0
"3784",61,"retired","married","secondary","no",76,"yes","no","cellular",15,"jul",195,7,0
"3785",28,"technician","single","secondary","no",2034,"yes","no","unknown",21,"may",196,1,0
"3786",49,"blue-collar","single","primary","no",3018,"yes","no","unknown",15,"may",93,1,0
"3787",74,"retired","married","secondary","yes",921,"no","no","telephone",17,"apr",394,2,0
"3788",53,"blue-collar","married","secondary","no",483,"yes","no","cellular",3,"feb",288,3,0
"3789",46,"self-employed","married","secondary","no",390,"yes","no","cellular",31,"jul",208,2,0
"3790",47,"management","married","tertiary","yes",0,"no","no","cellular",27,"oct",508,1,0
"3791",42,"blue-collar","single","primary","no",92,"no","no","cellular",30,"jul",86,2,0
"3792",56,"services","married","secondary","no",22196,"yes","no","cellular",21,"nov",189,1,0
"3793",42,"technician","married","secondary","no",2,"no","no","unknown",29,"may",249,2,0
"3794",49,"housemaid","married","primary","no",249,"yes","no","cellular",21,"nov",450,1,0
"3795",43,"unemployed","single","unknown","no",3274,"yes","no","cellular",22,"may",680,1,1
"3796",39,"services","married","secondary","no",5731,"yes","no","unknown",20,"may",175,2,0
"3797",66,"retired","married","primary","yes",206,"no","no","cellular",9,"feb",479,1,0
"3798",30,"technician","single","tertiary","no",2325,"no","no","cellular",5,"apr",270,3,4
"3799",38,"management","single","tertiary","no",0,"no","no","cellular",24,"jul",164,1,0
"3800",31,"blue-collar","married","secondary","no",1664,"yes","no","cellular",20,"apr",158,1,1
"3801",32,"technician","married","secondary","no",3333,"no","no","cellular",8,"aug",50,4,0
"3802",48,"technician","married","secondary","no",7020,"no","no","cellular",6,"aug",80,2,0
"3803",34,"admin.","married","tertiary","no",37,"no","no","cellular",6,"feb",45,1,0
"3804",28,"student","single","secondary","no",28,"no","no","cellular",29,"jan",220,2,0
"3805",40,"admin.","single","secondary","no",1670,"yes","no","unknown",18,"jun",161,2,0
"3806",36,"entrepreneur","married","secondary","no",134,"no","no","unknown",20,"may",98,1,0
"3807",52,"retired","married","secondary","no",603,"no","yes","unknown",9,"jun",79,1,0
"3808",46,"admin.","married","primary","no",276,"yes","yes","unknown",6,"may",157,2,0
"3809",25,"technician","single","secondary","no",2157,"yes","no","cellular",21,"jul",339,1,0
"3810",52,"blue-collar","married","secondary","no",161,"yes","no","unknown",13,"may",274,2,0
"3811",40,"blue-collar","married","primary","no",3658,"yes","no","unknown",14,"may",977,1,0
"3812",26,"management","divorced","tertiary","no",-402,"no","yes","unknown",12,"may",127,2,0
"3813",26,"blue-collar","single","primary","no",3342,"yes","no","unknown",4,"jun",329,4,0
"3814",35,"self-employed","single","secondary","no",1732,"no","no","telephone",21,"nov",1441,3,0
"3815",40,"admin.","single","secondary","no",263,"yes","no","unknown",6,"may",231,1,0
"3816",31,"management","married","tertiary","no",623,"yes","no","cellular",13,"may",96,2,5
"3817",32,"admin.","married","secondary","no",3540,"yes","no","cellular",18,"may",213,1,1
"3818",33,"admin.","married","secondary","yes",95,"yes","no","cellular",30,"apr",335,1,0
"3819",53,"services","divorced","secondary","yes",765,"yes","no","cellular",14,"may",959,3,7
"3820",46,"technician","divorced","secondary","yes",-824,"yes","no","cellular",7,"aug",429,3,0
"3821",28,"management","single","tertiary","no",5549,"no","no","cellular",28,"jul",383,6,0
"3822",31,"blue-collar","married","secondary","no",191,"yes","no","unknown",2,"jun",40,1,0
"3823",44,"blue-collar","married","primary","no",420,"yes","no","unknown",7,"may",110,2,0
"3824",35,"admin.","married","secondary","no",0,"no","no","unknown",7,"may",326,1,0
"3825",50,"technician","divorced","unknown","no",2706,"yes","no","unknown",28,"may",179,3,0
"3826",32,"technician","married","secondary","no",4,"yes","yes","cellular",25,"aug",132,8,0
"3827",51,"admin.","married","secondary","no",423,"yes","yes","cellular",16,"oct",95,1,0
"3828",51,"management","married","tertiary","no",-892,"yes","yes","cellular",14,"aug",248,2,0
"3829",31,"blue-collar","married","unknown","no",-120,"yes","no","cellular",3,"feb",100,3,2
"3830",41,"admin.","divorced","secondary","no",-365,"yes","no","unknown",28,"may",226,10,0
"3831",57,"technician","married","tertiary","no",27069,"no","yes","unknown",20,"jun",174,3,0
"3832",34,"management","single","tertiary","no",8038,"yes","no","cellular",20,"apr",29,3,1
"3833",47,"technician","married","secondary","no",-938,"yes","no","unknown",28,"may",176,2,0
"3834",47,"admin.","divorced","secondary","no",1139,"yes","no","cellular",11,"jul",106,2,0
"3835",36,"self-employed","married","secondary","no",189,"yes","no","cellular",19,"nov",136,1,1
"3836",29,"housemaid","single","tertiary","yes",19,"no","no","cellular",5,"feb",110,2,2
"3837",39,"technician","married","secondary","no",3663,"no","no","cellular",11,"aug",230,3,0
"3838",53,"blue-collar","single","unknown","no",0,"no","no","unknown",12,"may",140,7,0
"3839",47,"blue-collar","married","secondary","no",-614,"yes","no","unknown",26,"may",118,2,0
"3840",51,"technician","divorced","secondary","no",2323,"yes","yes","cellular",18,"aug",151,10,0
"3841",48,"blue-collar","married","secondary","no",425,"yes","no","telephone",9,"jul",693,2,0
"3842",32,"technician","married","secondary","no",5122,"no","no","cellular",13,"aug",31,1,0
"3843",36,"management","divorced","tertiary","no",608,"no","no","cellular",26,"aug",125,2,0
"3844",50,"unknown","married","primary","yes",341,"yes","yes","cellular",20,"apr",670,4,2
"3845",39,"admin.","married","secondary","yes",607,"yes","no","cellular",12,"may",454,2,3
"3846",31,"blue-collar","married","secondary","no",1495,"yes","yes","unknown",23,"may",159,3,0
"3847",49,"admin.","married","secondary","no",381,"no","no","cellular",5,"aug",504,2,0
"3848",33,"unemployed","divorced","secondary","no",385,"no","no","telephone",27,"aug",29,28,0
"3849",26,"management","single","tertiary","no",1274,"yes","no","cellular",1,"jun",190,1,1
"3850",27,"blue-collar","married","secondary","no",362,"yes","no","unknown",14,"may",332,2,0
"3851",51,"blue-collar","married","primary","no",377,"yes","no","telephone",3,"feb",143,4,1
"3852",26,"admin.","single","secondary","no",802,"no","no","cellular",30,"jan",77,1,2
"3853",45,"admin.","married","secondary","no",194,"no","no","cellular",31,"jul",517,4,0
"3854",54,"technician","married","secondary","yes",-315,"no","yes","cellular",10,"jul",2029,1,0
"3855",49,"technician","married","tertiary","no",1843,"yes","no","cellular",25,"may",269,1,0
"3856",47,"technician","married","secondary","no",-9,"no","no","cellular",14,"aug",457,2,0
"3857",42,"housemaid","married","primary","no",83,"no","yes","cellular",7,"aug",184,1,0
"3858",50,"entrepreneur","married","tertiary","no",433,"yes","no","cellular",18,"may",47,4,0
"3859",37,"admin.","married","secondary","no",-107,"yes","no","unknown",28,"may",158,2,0
"3860",54,"blue-collar","married","primary","no",4503,"no","no","telephone",21,"nov",168,3,0
"3861",40,"services","married","secondary","no",51,"yes","no","cellular",11,"may",50,1,0
"3862",50,"services","married","secondary","no",961,"no","yes","cellular",14,"aug",757,4,0
"3863",57,"retired","married","secondary","no",49,"yes","yes","cellular",25,"aug",93,4,0
"3864",33,"technician","married","secondary","no",3470,"no","no","cellular",11,"aug",285,2,0
"3865",49,"technician","married","secondary","no",-147,"yes","no","cellular",20,"apr",390,1,0
"3866",35,"services","married","secondary","no",0,"yes","no","cellular",18,"may",146,2,0
"3867",28,"blue-collar","single","secondary","no",0,"yes","no","unknown",28,"may",386,1,0
"3868",58,"management","married","tertiary","no",172,"no","no","cellular",19,"aug",145,7,0
